"Scan Number","Fragment Type","Fragment Bond Number","Neutral Loss","Fragment Charge",Intensity,"Experimental Mz","Theoretical Mz","Mass Error (ppm)","% Base Peak","% TIC","Processing Time"
61070,y,2," ",1,591917.81,218.15027,218.14991515091,1.6266295165841,75.835150949881%,2.5437947875231%,5.0000000000328E-6
61070,b,2," ",1,60928.79,270.19409,270.19244646688,6.0828240854252,7.8060567004118%,0.26184435709426%,6.9999999999792E-6
61070,y,3," ",1,255010.73,331.23438,331.23397515091,1.2222450635621,32.671389298777%,1.095920674758%,9.0000000000368E-6
61070,b,3," ",1,425903.06,341.22958,341.22956046688,0.057243343892714,54.565722300392%,1.8303385465258%,9.0000000000368E-6
61070,b,6," -H2O",2,76270.5,342.6955,342.69502312486,1.3915438036567,9.7716013656066%,0.32777608151676%,9.0000000000368E-6
61070,b,6," ",2,32580,351.70291,351.70030546688,7.405546940073,4.1740748060058%,0.14001409110752%,9.0000000000368E-6
61070,b,7," -H2O",2,10897.34,406.72525,406.72431312486,2.3034647936527,1.3961421837471%,0.046831834118772%,1.0999999999983E-5
61070,b,7," ",2,80853.56,415.73111,415.72959546688,3.6430726547038,10.358772491463%,0.34747199865584%,9.9999999999545E-6
61070,b,4," ",1,10423.26,438.28229,438.28232446688,-0.078640814456648,1.3354041424938%,0.044794452893719%,1.0999999999983E-5
61070,y,4," ",1,173855.19,444.3187,444.31803515091,1.4963360439674,22.27392782297%,0.7471509027678%,1.0999999999983E-5
61070,b,8," -H2O",2,34462.34,471.24347,471.24560812486,-4.5371772747677,4.4152358855127%,0.14810353629645%,1.0999999999983E-5
61070,b,8," -NH3",2,44289.84,471.74112,471.73761591632,7.4280353374625,5.6743126244944%,0.19033768240937%,1.0999999999983E-5
61070,b,8," ",2,487961.19,480.25162,480.25089046688,1.5190666700892,62.516467448975%,2.0970362956904%,1.0999999999983E-5
61070,y,10," -H2O",2,11414.18,507.28528,507.28492696688,0.69592669181163,1.4623585380361%,0.049052978466471%,1.2000000000012E-5
61070,b,5," -H2O",1,31714.56,521.31909,521.31943978285,-0.67095684982807,4.0631966199987%,0.13629482177025%,1.3000000000041E-5
61070,b,9," -H2O",2,17300.3,527.78937,527.78763812486,3.2813863205046,2.2164747196544%,0.074348857593229%,1.299999999993E-5
61070,b,9," ",2,286515.56,536.79376,536.79292046688,1.5639794954977,36.707715792653%,1.2313141719325%,1.3999999999958E-5
61070,b,5," ",1,192562.14,539.33221,539.33000446688,4.0893944389283,24.670619311374%,0.82754490527375%,1.400000000007E-5
61070,y,5," ",1,112841.73,543.38806,543.38644915091,2.9644631247194,14.457023396535%,0.48494267234346%,1.3000000000041E-5
61070,b,10," -H2O",2,13602.61,563.30518,563.30619512486,-1.8020836144009,1.7427351656514%,0.058457859909148%,1.299999999993E-5
61070,b,10," -NH3",2,16556.59,563.8045,563.79820291632,11.169038227415,2.1211923017915%,0.071152728689068%,1.299999999993E-5
61070,b,10," ",2,210214.83,572.31299,572.31147746688,2.6428495329839,26.932241428846%,0.90340817556082%,1.400000000007E-5
61070,b,11," ",2,16857,629.82666,629.82494746688,2.7190620628513,2.1596801413395%,0.072443754874139%,1.4999999999987E-5
61070,b,12," -H2O",2,123437.84,671.34528,671.34350512486,2.6437660042053,15.814572684216%,0.53047995628837%,1.6000000000016E-5
61070,b,12," -NH3",2,78271.42,671.8407,671.83551291632,7.7207643556646,10.027954642489%,0.33637512986479%,1.6000000000016E-5
61070,b,12," ",2,240100.7,680.3515,680.34878746688,3.9869742857689,30.761150484173%,1.0318441155549%,1.6000000000016E-5
61070,b,6," ",1,242282.69,702.39636,702.39333446688,4.3074627454613,31.040702033772%,1.041221320793%,1.8000000000074E-5
61070,y,7," ",1,203260.83,745.45148,745.44541815091,8.1318483463487,26.041310913162%,0.87352303162093%,1.8000000000074E-5
61070,b,13," -H2O",2,49819.39,752.87286,752.87517012486,-3.0684035756626,6.3827458762915%,0.21410118509457%,1.7999999999962E-5
61070,b,13," ",2,33216.08,761.8772,761.88045246688,-4.268998985905,4.2555679153552%,0.14274767499554%,1.7999999999962E-5
61070,b,14," -H2O",2,30643.12,788.38885,788.39372712486,-6.1861538164568,3.9259261869064%,0.13169025768872%,1.7999999999962E-5
61070,b,14," ",2,62368.73,797.39996,797.39900946688,1.1920420137402,7.9905385075376%,0.26803256735667%,1.8000000000074E-5
61070,b,7," ",1,251512.83,830.45441,830.45191446688,3.0050302461714,32.223246380915%,1.0808882840494%,1.9999999999909E-5
61070,b,15," -H2O",2,14856.52,845.42731,845.41519212486,14.333637778108,1.9033832362468%,0.06384659744692%,1.8999999999991E-5
61070,y,8," ",1,376086.19,846.49445,846.49309815091,1.5969995430617,48.183299280715%,1.6162481912504%,1.8999999999991E-5
61070,b,15," ",2,12893.61,854.43207,854.42047446688,13.571225722544,1.6518997133046%,0.055410898871848%,1.8999999999991E-5
61070,b,16," -H2O",2,15495.39,880.93243,880.93374912486,-1.4974166506279,1.9852337939912%,0.066592171491913%,1.8999999999991E-5
61070,b,16," -NH3",2,36516.99,881.42371,881.42575691632,-2.322278765818,4.6784729266472%,0.15693349186103%,1.8999999999991E-5
61070,b,16," ",2,121794.26,889.93909,889.93903146688,0.065772057307364,15.604000987788%,0.52341659349333%,1.8999999999991E-5
61070,y,9," -H2O",1,13988.64,899.52283,899.51964746688,3.5380362508042,1.7921924430413%,0.060116842094238%,1.9000000000102E-5
61070,y,9," ",1,156524.88,917.53333,917.53021215091,3.3980887491628,20.053608291009%,0.67267307578003%,2.000000000002E-5
61070,b,8," -NH3",1,40530.07,942.47797,942.46795536576,10.625967900508,5.1926195234085%,0.17417989298877%,2.1000000000049E-5
61070,b,8," ",1,647995.06,959.49536,959.49450446688,0.89164983948866,83.019639483186%,2.7847894219786%,2.000000000002E-5
61070,y,10," -NH3",1,74393.63,1014.55066,1014.5465930498,4.0086381827127,9.5311410899422%,0.31971014391157%,2.000000000002E-5
61070,y,10," ",1,291076.84,1031.57507,1031.5731421509,1.8688438197382,37.29209651491%,1.2509164884914%,2.1000000000049E-5
61070,b,9," ",1,252467.98,1072.58008,1072.5785644669,1.4129809891273,32.345618006175%,1.0849930863552%,2.1000000000049E-5
61070,y,11," -H2O",1,31994.3,1084.59033,1084.5996914669,-8.6312645600251,4.0990362665988%,0.13749701765259%,2.0999999999938E-5
61070,y,11," -NH3",1,69217.51,1085.59119,1085.5837070498,6.8930200062652,8.8679884783749%,0.29746552336942%,2.1000000000049E-5
61070,y,11," ",1,265470.53,1102.61365,1102.6102561509,3.0780133526971,34.011474862185%,1.1408721600301%,2.0999999999938E-5
61070,b,10," ",1,235843.3,1143.61975,1143.6156784669,3.560228490865,30.215702169898%,1.0135477376703%,2.1999999999966E-5
61070,b,11," ",1,125924.52,1258.64453,1258.6426184669,1.518725882175,16.133160417138%,0.54116658121395%,2.2999999999995E-5
61070,b,12," -H2O",1,97435.74,1341.68359,1341.6797337828,2.8741711260342,12.483243325308%,0.41873470158037%,2.2999999999995E-5
61070,b,12," -NH3",1,81625.34,1342.68286,1342.6637493658,14.233373210616,10.457651173286%,0.35078875971277%,2.2999999999995E-5
61070,y,14," -NH3",1,33341.02,1464.72107,1464.7216570498,-0.40079272784618,4.2715749413301%,0.14328461055548%,2.3000000000106E-5
61070,b,13," ",1,34647.84,1522.73499,1522.7536284669,-12.239975351527,4.4390017196599%,0.14890073132102%,2.2999999999995E-5
61094,y,1," -NH3",1,286450.97,158.0925,158.09240204979,0.61957570212039,4.087855122738%,0.25047975216075%,3.999999999893E-6
61094,b,3," -H2O",2,24142.07,170.09221,170.09240112486,-1.1236531598389,0.34452417641665%,0.021110417989673%,4.000000000004E-6
61094,y,1," ",1,667320.88,175.11923,175.11895115091,1.5923410296639,9.5231343703183%,0.58352174068075%,4.000000000004E-6
61094,b,2," -NH3",1,326059.31,211.11984,211.11895136576,4.2091637687902,4.6530937587676%,0.28511425588297%,5.0000000000328E-6
61094,y,2," -NH3",1,69780.11,271.17719,271.17646204979,2.6844151793206,0.99581083676805%,0.061017439244662%,6.9999999999792E-6
61094,y,2," ",1,411270.09,288.20355,288.20301115091,1.8696858470116,5.8691110183199%,0.35962465134724%,8.000000000008E-6
61094,b,5," ",2,18652.63,317.15396,317.15318346688,2.4484481363089,0.26618603909087%,0.016310317048485%,1.0000000000066E-5
61094,b,3," -NH3",1,55909.5,340.16177,340.16154136576,0.67213430446497,0.79786755822373%,0.048888637742896%,1.0000000000066E-5
61094,b,6," -NH3",2,121653.41,344.15579,344.15846591632,-7.7752447896662,1.736079006006%,0.10637672473691%,1.0000000000066E-5
61094,b,3," ",1,334449.31,357.18747,357.18809046688,-1.7370872532324,4.7728249102444%,0.29245067761206%,1.0999999999983E-5
61094,b,7," ",2,53271.49,381.18259,381.18247246688,0.30833820935846,0.7602213156841%,0.046581897112911%,1.0999999999983E-5
61094,y,3," -NH3",1,155377.19,385.22134,385.21939204979,5.0567293631867,2.2173408667394%,0.1358656249013%,1.0999999999983E-5
61094,y,6," -NH3",2,10350.69,388.19254,388.19029925833,5.7722763045659,0.14771156523007%,0.0090508971426863%,1.2000000000012E-5
61094,y,6," ",2,16226.93,396.70526,396.70357380889,4.2505064672249,0.23156960832358%,0.014189225488501%,1.2000000000012E-5
61094,y,3," ",1,488677.09,402.24637,402.24594115091,1.0661365277707,6.9737628946454%,0.42731123022496%,1.2000000000012E-5
61094,b,8," -H2O",2,105974.03,415.69366,415.69320462486,1.0954596587535,1.5123233180627%,0.092666290394742%,1.3000000000041E-5
61094,b,8," ",2,81372.77,424.7045,424.69848696688,14.158357765651,1.1612461800911%,0.071154345409385%,1.3000000000041E-5
61094,y,8," -H2O",2,16806.72,458.7309,458.73540546688,-9.8214936654811,0.23984361598923%,0.014696208081387%,1.400000000007E-5
61094,y,8," ",2,46283.46,467.74258,467.74068780889,4.0453848796035,0.66049725388969%,0.040471392329172%,1.4999999999987E-5
61094,b,9," -H2O",2,129186.59,479.72427,479.72249462486,3.7008377883907,1.8435827385069%,0.11296392204813%,1.3999999999958E-5
61094,b,9," ",2,95658.36,488.72821,488.72777696688,0.88604155811644,1.3651115126568%,0.083646015598772%,1.6000000000016E-5
61094,b,4," ",1,444909.41,504.25745,504.25650046688,1.8830359551592,6.3491675759479%,0.38903969761661%,1.4999999999987E-5
61094,y,4," -NH3",1,28374.32,532.28595,532.28780204979,-3.4794142980617,0.40492133563453%,0.024811201167619%,1.6999999999934E-5
61094,b,10," -H2O",2,215395.84,536.74548,536.74395962486,2.8325891866078,3.0738488613268%,0.18834740416364%,1.7000000000045E-5
61094,b,10," -NH3",2,276568.63,537.24005,537.23596741632,7.5992374461286,3.9468272386514%,0.24183839174235%,1.7999999999962E-5
61094,b,10," ",2,579441.19,545.74994,545.74924196688,1.2790363546743,8.2690299036756%,0.50667758486881%,1.7999999999962E-5
61094,y,4," ",1,1032781.31,549.31543,549.31435115091,1.9639921814985,14.738509591193%,0.90308930203675%,1.7999999999962E-5
61094,y,10," ",2,2414715.25,572.81342,572.80909980889,7.5421132580312,34.459670723636%,2.11148622523%,2.000000000002E-5
61094,b,11," ",2,1527699.63,581.26862,581.26779896688,1.4124868477169,21.801339190789%,1.3358580168134%,2.000000000002E-5
61094,b,12," -H2O",2,248786.06,629.28448,629.28398162486,0.79197174968462,3.5503505882239%,0.21754463128489%,2.2999999999995E-5
61094,b,12," -NH3",2,589119.13,629.76843,629.77598941632,-12.003341578742,8.4071408572065%,0.51514021291516%,2.4000000000024E-5
61094,b,5," ",1,1329242.63,633.2995,633.29909046688,0.64666620725036,18.969219389996%,1.1623223496988%,2.4000000000024E-5
61094,b,12," ",2,956792.94,638.2901,638.28926396688,1.3098028875002,13.654102554369%,0.83664320801689%,2.5000000000053E-5
61094,y,5," -NH3",1,79037.13,661.33313,661.33039204979,4.1400640947186,1.1279149683347%,0.069112004521739%,2.599999999997E-5
61094,y,5," ",1,549505,678.35767,678.35694115091,1.074433011344,7.8418195938388%,0.48050064627496%,2.6999999999999E-5
61094,b,13," -H2O",2,557972.81,685.82745,685.82601162486,2.097288687815,7.9626611482831%,0.48790510697602%,2.6999999999999E-5
61094,b,6," -H2O",1,1149801.63,686.32306,686.32563978285,-3.758832104413,16.408471171621%,1.0054147392708%,2.6999999999999E-5
61094,b,13," ",2,4097407.5,694.83252,694.83129396688,1.764504753439,58.472862699051%,3.5828735895067%,2.6999999999999E-5
61094,b,6," ",1,879260.44,704.33636,704.33620446688,0.22082227205386,12.547659705516%,0.76884688886181%,2.8000000000028E-5
61094,b,14," -H2O",2,164436.94,742.37018,742.36804162486,2.8804784367621,2.3466298178231%,0.14378769245317%,3.0000000000086E-5
61094,b,14," -NH3",2,375682.88,742.86444,742.86004941632,5.9103779836662,5.3612567118658%,0.32850632229814%,2.9000000000057E-5
61094,b,14," ",2,275191.19,751.37457,751.37332396688,1.6583409089024,3.927170209177%,0.24063392443049%,2.9999999999974E-5
61094,b,7," ",1,530442.88,761.35852,761.35766846688,1.1184403286079,7.5697898468554%,0.46383226112948%,2.9999999999974E-5
61094,y,6," -NH3",1,129451.59,775.3717,775.37332204979,-2.0919597602774,1.8473644733271%,0.11319564454613%,3.0000000000086E-5
61094,y,6," ",1,1191805.75,792.4007,792.39987115091,1.0459985181698,17.007899259151%,1.0421441717714%,3.1000000000003E-5
61094,b,15," ",2,29816.92,799.90564,799.89970596688,7.4184714367495,0.42550824375379%,0.026072645981254%,3.1000000000003E-5
61094,b,8," -H2O",1,155049.47,830.37946,830.37913278285,0.39405753121745,2.2126640737761%,0.13557905849736%,3.2000000000032E-5
61094,y,7," -NH3",1,84299.13,846.41986,846.41043604979,11.134019394924,1.203007378236%,0.073713226349928%,3.1000000000003E-5
61094,b,8," ",1,382701.5,848.39197,848.38969746688,2.6786429959532,5.4614173142947%,0.33464357572797%,3.2000000000032E-5
61094,b,16," ",2,23455.46,856.43719,856.44173596688,-5.3079698104671,0.33472577285103%,0.020510029369481%,3.1999999999921E-5
61094,y,7," ",1,1630066.88,863.43774,863.43698515091,0.87423761544022,23.262191242758%,1.4253704503351%,3.1999999999921E-5
61094,y,8," -H2O",1,133795.53,916.45337,916.46353446688,-11.090967067153,1.9093555267414%,0.1169940921988%,3.299999999995E-5
61094,y,8," -NH3",1,152519.42,917.453,917.44755004979,5.9403398164584,2.1765584957315%,0.13336672073863%,3.5999999999925E-5
61094,y,8," ",1,3018886.5,934.4751,934.47409915091,1.0710292473078,43.081615831113%,2.6397883809624%,3.3000000000061E-5
61094,b,9," -H2O",1,97186.87,958.43585,958.43771278285,-1.9435617194089,1.3869244163927%,0.084982582222984%,3.3999999999978E-5
61094,y,18," ",2,30554.41,971.50024,971.51068330889,-10.74955641108,0.43603274040488%,0.026717525321062%,3.3999999999978E-5
61094,b,9," ",1,540182.31,976.44781,976.44827746688,-0.47874207968417,7.7087783055716%,0.47234865753961%,3.3999999999978E-5
61094,y,9," -H2O",1,25515.51,1029.54736,1029.5475944669,-0.22773777530771,0.36412412310132%,0.022311387603453%,3.3999999999978E-5
61094,y,9," ",1,553383.63,1047.55969,1047.5581591509,1.4613499763194,7.8971703490299%,0.48389221545388%,3.3999999999978E-5
61094,b,10," -H2O",1,24577.83,1072.49573,1072.4806427828,14.067589240612,0.35074277553078%,0.021491457218836%,3.5000000000007E-5
61094,b,10," -NH3",1,61921.97,1073.47534,1073.4646583658,9.9506156610419,0.88366969842877%,0.054146088941172%,3.3999999999978E-5
61094,b,10," ",1,304976.5,1090.49695,1090.4912074669,5.2660058895886,4.3522273561849%,0.26667892985264%,3.4999999999896E-5
61094,y,10," -H2O",1,97618.58,1126.60681,1126.6003584669,5.7265498565856,1.3930852191822%,0.085360080032837%,3.5000000000007E-5
61094,y,10," -NH3",1,325299.81,1127.59155,1127.5843740498,6.3640028866341,4.6422551640659%,0.28445013045946%,3.5999999999925E-5
61094,b,11," -H2O",1,61075.45,1143.50757,1143.5177567828,-8.9082856724185,0.87158926763637%,0.053405871095867%,3.5000000000007E-5
61094,y,10," ",1,7007366,1144.61279,1144.6109231509,1.6309901062192,100%,6.1274126562729%,3.6000000000036E-5
61094,b,11," ",1,352195.28,1161.53345,1161.5283214669,4.4153319606939,5.0260722787992%,0.30796818892456%,3.5999999999925E-5
61094,y,11," ",1,483403.66,1257.69849,1257.6949831509,2.7883144467158,6.8985073706725%,0.4227000137245%,3.6000000000036E-5
61094,b,12," ",1,468314.84,1275.57288,1275.5712514669,1.276708862104,6.6831793858063%,0.40950597952731%,3.7000000000065E-5
61094,y,12," ",1,81042.46,1370.76477,1370.7790431509,-10.412437350962,1.1565324260214%,0.070865514245936%,3.7000000000065E-5
61094,b,13," ",1,291715.91,1388.65649,1388.6553114669,0.84868657577423,4.1629894884897%,0.25508354479703%,3.6999999999954E-5
61094,b,14," ",1,624616.13,1501.74451,1501.7393714669,3.4217209849181,8.9137078040451%,0.54617966012824%,3.7000000000065E-5
61114,y,3," -H2O",2,39434.16,158.09276,158.09240296688,2.2583825300337,4.1505207601504%,0.18974797715687%,9.9999999991773E-7
61114,y,1," ",1,245137.73,175.11928,175.11895115091,1.8778612414243,25.801214922827%,1.1795455613186%,1.9999999999465E-6
61114,b,2," -H2O",1,13612.56,183.11302,183.11280078285,1.1971699960993,1.4327479748216%,0.065500462642705%,2.9999999999752E-6
61114,b,2," ",1,126159.18,201.12344,201.12336546688,0.37058409807895,13.278494981852%,0.60704853874836%,4.000000000004E-6
61114,b,4," -H2O",2,12033.17,217.13403,217.13152362486,11.543119553308,1.2665141566454%,0.057900806465376%,3.0000000000863E-6
61114,y,2," -NH3",1,50460.75,245.12714,245.12443104979,11.051326868446,5.3110904466523%,0.2428053555171%,4.000000000004E-6
61114,y,2," ",1,326378.06,262.15125,262.15098015091,1.0293651805409,34.351915032236%,1.5704550743158%,4.000000000004E-6
61114,y,3," -H2O",1,13670.38,315.17526,315.17752946688,-7.2005986049777,1.4388336404058%,0.065778678992165%,5.0000000000328E-6
61114,y,3," -NH3",1,12002.74,316.16086,316.16154504979,-2.1667713853309,1.2633113409462%,0.057754384405292%,5.0000000000328E-6
61114,y,6," -H2O",2,16687.08,330.16684,330.16831682688,-4.4729515333474,1.756347085022%,0.080294335536874%,4.9999999999217E-6
61114,y,3," ",1,448737.81,333.18823,333.18809415091,0.40772492593252,47.230512739955%,2.1592216423857%,6.0000000000615E-6
61114,y,7," -NH3",2,7914.43,366.17767,366.17888161833,-3.3088154309003,0.83300889431287%,0.038082390568218%,5.0000000000328E-6
61114,y,4," ",1,398425.53,404.22574,404.22520815091,1.3157247007567,41.93504904476%,1.9171306898677%,5.9999999999505E-6
61114,y,8," -H2O",2,8554.13,416.20474,416.21071382688,-14.35289068844,0.90033854277675%,0.041160477713659%,7.0000000000903E-6
61114,b,4," -H2O",1,8806.16,433.25891,433.25577078285,7.2456441731231,0.92686518229894%,0.042373187270116%,5.9999999999505E-6
61114,b,4," ",1,80555.51,451.26517,451.26633546688,-2.5826585928217,8.4786214946508%,0.3876143189392%,6.9999999999792E-6
61114,b,8," -H2O",2,33880.91,462.2388,462.23470562486,8.8577839055027,3.5660305767331%,0.16302703383903%,6.9999999999792E-6
61114,b,8," ",2,34978.64,471.24396,471.23998796688,8.4288965759923,3.6815687587063%,0.16830905447709%,8.000000000008E-6
61114,b,9," -H2O",2,49625.85,511.77127,511.76891262486,4.6063273440473,5.2232156248569%,0.23878801151565%,8.000000000008E-6
61114,y,5," ",1,201283.48,517.3111,517.30926815091,3.541110132097,21.185471236494%,0.9685291423754%,8.000000000008E-6
61114,b,9," ",2,14896.85,520.77692,520.77419496688,5.232657737934,1.5679219536018%,0.071680166472653%,8.000000000008E-6
61114,y,10," -H2O",2,40048.02,546.27222,546.27044113688,3.256378136027,4.2151306991937%,0.19270172825128%,8.000000000008E-6
61114,y,10," ",2,63432.86,555.27173,555.27572347889,-7.1918845452084,6.6764298340756%,0.30522412218936%,8.9999999999257E-6
61114,b,5," -H2O",1,64816.39,562.29993,562.29836078285,2.7907197680391,6.8220490126581%,0.31188134574467%,8.000000000008E-6
61114,b,10," -H2O",2,16552.89,576.29218,576.29020762486,3.4225380023983,1.7422233308757%,0.079648644566034%,9.0000000000368E-6
61114,b,5," ",1,384197.31,580.30933,580.30892546688,0.69709960205793,40.437501677452%,1.8486678149505%,1.0000000000066E-5
61114,b,10," ",2,19706.81,585.29791,585.29548996688,4.1347202609079,2.0741794429332%,0.094824571734625%,9.0000000000368E-6
61114,b,11," -H2O",2,68037.65,604.80298,604.80093962486,3.3736308963531,7.1610927885073%,0.32738129728151%,9.0000000000368E-6
61114,b,11," ",2,111647.02,613.80762,613.80622196688,2.2776457309008,11.751062386492%,0.53721941079998%,1.0000000000066E-5
61114,b,12," -H2O",2,13803.67,654.32867,654.33514662486,-9.8980238146193,1.4528626678308%,0.066420039372993%,9.9999999999545E-6
61114,y,12," -H2O",2,19021.72,660.32312,660.32594113688,-4.2723399208717,2.0020724101583%,0.091528078499562%,1.1000000000094E-5
61114,y,6," ",1,526133.81,677.34186,677.33992187091,2.8613832263004,55.376589764357%,2.5316331363806%,1.0999999999983E-5
61114,b,13," -H2O",2,12650.44,697.85022,697.85116112486,-1.3486039952327,1.3314830047105%,0.060870965684176%,1.0999999999983E-5
61114,b,13," ",2,43995.03,706.85944,706.85644346688,4.2392386016214,4.6305610505825%,0.21169381945642%,1.2000000000012E-5
61114,b,14," -H2O",2,18730.3,746.3692,746.37754312486,-11.178156337757,1.9713998978004%,0.090125833453565%,1.2000000000012E-5
61114,y,7," ",1,747169.56,748.37793,748.37703587091,1.1947575194174,78.641025195729%,3.5952055934039%,1.0999999999983E-5
61114,y,14," -H2O",2,82473.53,766.36432,766.36579313688,-1.9222372556002,8.6804967679769%,0.39684338366751%,1.2000000000012E-5
61114,y,14," -NH3",2,50725.01,766.86914,766.85780092833,14.786407143954,5.3389043170651%,0.24407691298006%,1.2000000000012E-5
61114,y,14," ",2,449142.25,775.37317,775.37107547889,2.7013144701924,47.27308082347%,2.1611677133019%,1.299999999993E-5
61114,y,15," -H2O",2,58915.47,809.88629,809.88180763688,5.534589218791,6.2009658968016%,0.28348749550506%,1.3000000000041E-5
61114,y,15," ",2,119933.54,818.88354,818.88708997889,-4.3351262187254,12.623234464949%,0.5770922116323%,1.2000000000012E-5
61114,y,8," -H2O",1,34074.69,831.4046,831.41415118688,-11.487881058249,3.5864262923488%,0.16395945798636%,1.299999999993E-5
61114,y,8," -NH3",1,16070.88,832.40759,832.39816676979,11.320580207094,1.6914908565032%,0.077329324908423%,1.299999999993E-5
61114,b,7," ",1,97205.53,840.43048,840.42501946688,6.4973471689899,10.231067943793%,0.4677303304029%,1.400000000007E-5
61114,y,8," ",1,950101.5,849.42633,849.42471587091,1.900261507491,100%,4.5716667406813%,1.3000000000041E-5
61114,b,8," -H2O",1,124442.7,923.46674,923.46213478285,4.9869041484927,13.097832178983%,0.59878923747681%,1.400000000007E-5
61114,b,8," ",1,117998.06,941.4715,941.47269946688,-1.274032565903,12.41952149323%,0.56777913345775%,1.4999999999987E-5
61114,y,9," -H2O",1,41276.45,944.48822,944.49821118688,-10.578301537029,4.3444253061383%,0.19861264679447%,1.6000000000016E-5
61114,y,9," -NH3",1,15122.06,945.47394,945.48222676979,-8.7645960488854,1.5916257368292%,0.072763824446742%,1.3999999999958E-5
61114,y,9," ",1,595900.38,962.50903,962.50877587091,0.26402781705587,62.719654689525%,2.8673335933112%,1.400000000007E-5
61114,b,9," -H2O",1,111566.42,1022.52563,1022.5305487828,-4.8104018553505,11.74257908234%,0.53683158240554%,1.4999999999987E-5
61114,b,9," ",1,161710.94,1040.53613,1040.5411134669,-4.7893031946693,17.020385716684%,0.7781153129453%,1.4999999999987E-5
61114,y,10," -H2O",1,17530.11,1091.53345,1091.5336058069,-0.14274125713024,1.8450776048664%,0.084350799201437%,1.6000000000016E-5
61114,b,20," -H2O",2,12486.43,1098.52209,1098.5300804349,-7.2737515397649,1.3142206385318%,0.060081787830926%,1.6000000000016E-5
61114,y,10," ",1,268204.22,1109.5459,1109.5441704909,1.5587564128491,28.229007111345%,1.2905361293339%,1.4999999999987E-5
61114,b,10," -H2O",1,15491.01,1151.56213,1151.5731387828,-9.5597773846232,1.6304584299677%,0.074539125763469%,1.6000000000016E-5
61114,b,10," ",1,152826.23,1169.5835,1169.5837034669,-0.17396521371333,16.085252996654%,0.73536416140244%,1.4999999999987E-5
61114,b,11," -H2O",1,34984.37,1208.59912,1208.5946027828,3.7375784575401,3.6821718521653%,0.16833662590017%,1.6000000000016E-5
61114,y,11," ",1,69982.55,1222.63367,1222.6282304909,4.4490295211293,7.365797233243%,0.33673970229819%,1.6000000000016E-5
61114,b,11," ",1,235851.2,1226.60669,1226.6051674669,1.2412577100134,24.823789879292%,1.1348609456882%,1.6000000000016E-5
61114,b,12," -H2O",1,17402.95,1307.66235,1307.6630167828,-0.50990418806778,1.8316937716654%,0.08373893495036%,1.6000000000016E-5
61114,b,12," ",1,240169.11,1325.67664,1325.6735814669,2.3071540111979,25.278258165049%,1.1556377211551%,1.6000000000016E-5
61114,y,12," ",1,60823.07,1337.65247,1337.6551704909,-2.0188244090597,6.4017444451987%,0.29266642162456%,1.6000000000016E-5
61114,b,13," -H2O",1,120154.73,1394.70105,1394.6950457828,4.3050394200405,12.646515135488%,0.57815652630433%,1.7000000000045E-5
61114,b,13," ",1,128909.35,1412.70776,1412.7056104669,1.5215718726034,13.567955634214%,0.62028171511974%,1.8999999999991E-5
61114,y,13," ",1,40204.31,1452.68213,1452.6821104909,0.013429704233559,4.2315805206075%,0.19345375926576%,1.7000000000045E-5
61114,y,14," ",1,162221.27,1549.73755,1549.7348744909,1.7264302012198,17.07409892522%,0.7805709018353%,1.8000000000074E-5
61114,y,15," ",1,70516.75,1636.75391,1636.7669034909,-7.9385102919658,7.4220228049319%,0.33931014805885%,1.7000000000045E-5
61754,y,1," -NH3",1,194935.55,130.08652,130.08625204979,2.0597888462716,17.76256222654%,0.6856989574415%,1.0000000000288E-6
61754,y,1," ",1,325989.53,147.11293,147.11280115091,0.87585233909287,29.704224354283%,1.1466901796919%,1.9999999999465E-6
61754,y,2," -NH3",1,183093.67,258.14426,258.14483204979,-2.2160032583827,16.683528000206%,0.64404434508296%,6.0000000000615E-6
61754,y,2," ",1,103956.73,275.17102,275.17138115091,-1.3124581032953,9.4725558549613%,0.36567481600984%,6.9999999999792E-6
61754,b,5," ",2,40049.62,314.65692,314.65609346688,2.6267825039659,3.6493285467903%,0.14087724214454%,8.000000000008E-6
61754,y,3," -NH3",1,16508.64,329.18213,329.18194604979,0.5588101448476,1.5042702332927%,0.058070255716707%,9.0000000000368E-6
61754,y,3," ",1,227928.39,346.20901,346.20849515091,1.4871070416522,20.768875715948%,0.80175349952494%,9.0000000000368E-6
61754,b,6," -NH3",2,8003.98,354.66391,354.66920091632,-14.917890545089,0.72932409101357%,0.028154540007621%,9.0000000000368E-6
61754,b,6," ",2,364320.88,363.1824,363.18247546688,-0.20779328317311,33.196983830952%,1.2815232911091%,9.0000000000368E-6
61754,b,3," ",1,8917.98,414.21112,414.20955646688,3.7747393719737,0.81260793469963%,0.031369596712781%,1.0999999999983E-5
61754,b,7," ",2,159627.92,419.72406,419.72450546688,-1.0613315952282,14.545324657781%,0.561501985259%,1.0000000000066E-5
61754,y,4," ",1,96201.67,445.27997,445.27690915091,6.8740350735767,8.7659133989262%,0.33839586890709%,1.0999999999983E-5
61754,y,8," ",2,122845.02,462.26974,462.26907780889,1.432479778254,11.19366022242%,0.43211565125438%,1.0999999999983E-5
61754,b,8," ",2,336543.69,476.26758,476.26653546688,2.1931692513779,30.665921303602%,1.183815150015%,1.0999999999983E-5
